vt_group,no.,salary,financial_achievement,incentive_target,incentive,a,b
0,82,60552000,40.0,10,2422080.0,0.0,40.0
0,83,67488000,40.0,10,2699520.0,0.0,40.0
0,84,59760000,40.0,10,2390400.0,0.0,40.0
0,85,65880000,40.0,10,2635200.0,0.0,40.0
0,86,61704000,40.0,10,2468160.0,0.0,40.0
0,87,62184000,40.0,10,2487360.0,0.0,40.0
0,88,65448000,40.0,10,2617920.0,0.0,40.0
0,89,61920000,40.0,10,2476800.0,0.0,40.0
0,90,55728000,40.0,10,2229120.0,0.0,40.0
0,91,56280000,40.0,10,2251200.0,0.0,40.0
0,92,57936000,40.0,10,2317440.0,0.0,40.0
0,93,55728000,40.0,10,2229120.0,0.0,40.0
0,94,58488000,40.0,10,2339520.0,0.0,40.0
0,95,59832000,40.0,10,2393280.0,0.0,40.0
0,96,63840000,40.0,10,2553600.0,0.0,40.0
0,97,62544000,40.0,10,2501760.0,0.0,40.0
0,98,63864000,40.0,10,2554560.0,0.0,40.0
0,99,57384000,40.0,10,2295360.0,0.0,40.0
0,100,59040000,40.0,10,2361600.0,0.0,40.0
0,101,63312000,40.0,10,2532480.0,0.0,40.0
0,102,65520000,40.0,10,2620800.0,0.0,40.0
0,103,60336000,40.0,10,2413440.0,0.0,40.0
0,104,62664000,40.0,10,2506560.0,0.0,40.0
0,105,59784000,40.0,10,2391360.0,0.0,40.0
0,106,58272000,40.0,10,2330880.0,0.0,40.0
0,107,55728000,40.0,10,2229120.0,0.0,40.0
0,108,55728000,40.0,10,2229120.0,0.0,40.0
0,109,58488000,40.0,10,2339520.0,0.0,40.0
0,110,69912000,40.0,10,2796480.0,0.0,40.0
0,111,92664000,40.0,10,3706560.0,0.0,40.0
0,112,60696000,40.0,10,2427840.0,0.0,40.0
0,113,67728000,40.0,10,2709120.0,0.0,40.0
0,114,58800000,40.0,10,2352000.0,0.0,40.0
0,115,68640000,40.0,10,2745600.0,0.0,40.0
0,116,55728000,40.0,10,2229120.0,0.0,40.0
0,117,65328000,40.0,10,2613120.0,0.0,40.0
0,118,63624000,40.0,10,2544960.0,0.0,40.0
0,119,58224000,40.0,10,2328960.0,0.0,40.0
0,120,58272000,40.0,10,2330880.0,0.0,40.0
0,121,58992000,40.0,10,2359680.0,0.0,40.0
0,122,58200000,40.0,10,2328000.0,0.0,40.0
0,123,58560000,40.0,10,2342400.0,0.0,40.0
0,124,59544000,40.0,10,2381760.0,0.0,40.0
0,125,60336000,40.0,10,2413440.0,0.0,40.0
0,126,62040000,40.0,10,2481600.0,0.0,40.0
0,127,68856000,40.0,10,2754240.0,0.0,40.0
0,128,65040000,40.0,10,2601600.0,0.0,40.0
0,129,74712000,40.0,10,2988480.0,0.0,40.0
0,130,72984000,40.0,10,2919360.0,0.0,40.0
0,131,65136000,40.0,10,2605440.0,0.0,40.0
0,132,64224000,40.0,10,2568960.0,0.0,40.0
0,133,66216000,40.0,10,2648640.0,0.0,40.0
0,134,61560000,40.0,10,2462400.0,0.0,40.0
0,135,73152000,40.0,10,2926080.0,0.0,40.0
0,136,64344000,40.0,10,2573760.0,0.0,40.0
0,137,57936000,40.0,10,2317440.0,0.0,40.0
0,138,59520000,40.0,10,2380800.0,0.0,40.0
0,139,64512000,40.0,10,2580480.0,0.0,40.0
0,140,57744000,40.0,10,2309760.0,0.0,40.0
0,141,57576000,40.0,10,2303040.0,0.0,40.0
0,142,61896000,40.0,10,2475840.0,0.0,40.0
0,143,56280000,40.0,10,2251200.0,0.0,40.0
0,144,59064000,40.0,10,2362560.0,0.0,40.0
0,145,59088000,40.0,10,2363520.0,0.0,40.0
0,146,59184000,40.0,10,2367360.0,0.0,40.0
0,147,63240000,40.0,10,2529600.0,0.0,40.0
0,148,57384000,40.0,10,2295360.0,0.0,40.0
0,149,63240000,40.0,10,2529600.0,0.0,40.0
0,150,64512000,40.0,10,2580480.0,0.0,40.0
0,151,62928000,40.0,10,2517120.0,0.0,40.0
0,152,62928000,40.0,10,2517120.0,0.0,40.0
0,153,59136000,40.0,10,2365440.0,0.0,40.0
0,154,59280000,40.0,10,2371200.0,0.0,40.0
0,155,58200000,40.0,10,2328000.0,0.0,40.0
0,156,64512000,40.0,10,2580480.0,0.0,40.0
0,157,64344000,40.0,10,2573760.0,0.0,40.0
0,158,84984000,40.0,10,3399360.0,0.0,40.0
0,159,66000000,40.0,10,2640000.0,0.0,40.0
0,160,62520000,40.0,10,2500800.0,0.0,40.0
0,161,60552000,40.0,10,2422080.0,0.0,40.0
0,162,67344000,40.0,10,2693760.0,0.0,40.0
0,163,61224000,40.0,10,2448960.0,0.0,40.0
0,164,57864000,40.0,10,2314560.0,0.0,40.0
0,165,57576000,40.0,10,2303040.0,0.0,40.0
0,166,55728000,40.0,10,2229120.0,0.0,40.0
0,167,60504000,40.0,10,2420160.0,0.0,40.0
0,168,58272000,40.0,10,2330880.0,0.0,40.0
0,169,60096000,40.0,10,2403840.0,0.0,40.0
0,170,59280000,40.0,10,2371200.0,0.0,40.0
0,171,67488000,40.0,10,2699520.0,0.0,40.0
0,172,69648000,40.0,10,2785920.0,0.0,40.0
0,173,66720000,40.0,10,2668800.0,0.0,40.0
0,174,62664000,40.0,10,2506560.0,0.0,40.0
0,175,63240000,40.0,10,2529600.0,0.0,40.0
0,176,65160000,40.0,10,2606400.0,0.0,40.0
0,177,61224000,40.0,10,2448960.0,0.0,40.0
0,178,62352000,40.0,10,2494080.0,0.0,40.0
0,179,57384000,40.0,10,2295360.0,0.0,40.0
0,180,68112000,40.0,10,2724480.0,0.0,40.0
0,181,64008000,40.0,10,2560320.0,0.0,40.0
0,182,60072000,40.0,10,2402880.0,0.0,40.0
0,183,62040000,40.0,10,2481600.0,0.0,40.0
0,184,62664000,40.0,10,2506560.0,0.0,40.0
0,185,59736000,40.0,10,2389440.0,0.0,40.0
0,186,57384000,40.0,10,2295360.0,0.0,40.0
0,187,57384000,40.0,10,2295360.0,0.0,40.0
0,188,55728000,40.0,10,2229120.0,0.0,40.0
0,189,59280000,40.0,10,2371200.0,0.0,40.0
0,190,59664000,40.0,10,2386560.0,0.0,40.0
0,191,69000000,40.0,10,2760000.0,0.0,40.0
0,192,75288000,40.0,10,3011520.0,0.0,40.0
0,193,68808000,40.0,10,2752320.0,0.0,40.0
0,194,74496000,40.0,10,2979840.0,0.0,40.0
0,195,64440000,40.0,10,2577600.0,0.0,40.0
0,196,72120000,40.0,10,2884800.0,0.0,40.0
0,197,63312000,40.0,10,2532480.0,0.0,40.0
0,198,74976000,40.0,10,2999040.0,0.0,40.0
0,199,57384000,40.0,10,2295360.0,0.0,40.0
0,200,57384000,40.0,10,2295360.0,0.0,40.0
0,201,57384000,40.0,10,2295360.0,0.0,40.0
0,202,55728000,40.0,10,2229120.0,0.0,40.0
0,203,57384000,40.0,10,2295360.0,0.0,40.0
0,204,62040000,40.0,10,2481600.0,0.0,40.0
0,205,82440000,40.0,10,3297600.0,0.0,40.0
0,206,62784000,40.0,10,2511360.0,0.0,40.0
0,207,57744000,40.0,10,2309760.0,0.0,40.0
0,208,72744000,40.0,10,2909760.0,0.0,40.0
0,209,61944000,40.0,10,2477760.0,0.0,40.0
0,210,80256000,40.0,10,3210240.0,0.0,40.0
0,211,57384000,40.0,10,2295360.0,0.0,40.0
0,212,56280000,40.0,10,2251200.0,0.0,40.0
0,213,57576000,40.0,10,2303040.0,0.0,40.0
0,214,57384000,40.0,10,2295360.0,0.0,40.0
0,215,65760000,40.0,10,2630400.0,0.0,40.0
0,216,75264000,40.0,10,3010560.0,0.0,40.0
0,217,64848000,40.0,10,2593920.0,0.0,40.0
1,1,58152000,40.5,10,2355156.0,0.5,40.0
1,2,65448000,40.5,10,2650644.0,0.5,40.0
1,3,55728000,40.5,10,2256984.0,0.5,40.0
1,4,57336000,40.5,10,2322108.0,0.5,40.0
1,5,62736000,40.5,10,2540808.0,0.5,40.0
1,6,55728000,40.5,10,2256984.0,0.5,40.0
1,7,57384000,40.5,10,2324052.0,0.5,40.0
1,8,57840000,40.5,10,2342520.0,0.5,40.0
1,9,60648000,40.5,10,2456244.0,0.5,40.0
1,10,63624000,40.5,10,2576772.0,0.5,40.0
1,11,62784000,40.5,10,2542752.0,0.5,40.0
1,12,57384000,40.5,10,2324052.0,0.5,40.0
1,13,56520000,40.5,10,2289060.0,0.5,40.0
1,14,59064000,40.5,10,2392092.0,0.5,40.0
1,15,55728000,40.5,10,2256984.0,0.5,40.0
1,16,55728000,40.5,10,2256984.0,0.5,40.0
1,17,57384000,40.5,10,2324052.0,0.5,40.0
1,18,57384000,40.5,10,2324052.0,0.5,40.0
1,19,57384000,40.5,10,2324052.0,0.5,40.0
1,20,57384000,40.5,10,2324052.0,0.5,40.0
1,21,59064000,40.5,10,2392092.0,0.5,40.0
1,22,57384000,40.5,10,2324052.0,0.5,40.0
1,23,59064000,40.5,10,2392092.0,0.5,40.0
1,24,60480000,40.5,10,2449440.0,0.5,40.0
1,25,63816000,40.5,10,2584548.0,0.5,40.0
1,26,55728000,40.5,10,2256984.0,0.5,40.0
1,27,57384000,40.5,10,2324052.0,0.5,40.0
1,28,57384000,40.5,10,2324052.0,0.5,40.0
1,29,57384000,40.5,10,2324052.0,0.5,40.0
1,30,57384000,40.5,10,2324052.0,0.5,40.0
1,31,57384000,40.5,10,2324052.0,0.5,40.0
1,32,56808000,40.5,10,2300724.0,0.5,40.0
1,33,58488000,40.5,10,2368764.0,0.5,40.0
1,34,58848000,40.5,10,2383344.0,0.5,40.0
1,35,65448000,40.5,10,2650644.0,0.5,40.0
1,36,65040000,40.5,10,2634120.0,0.5,40.0
1,37,61032000,40.5,10,2471796.0,0.5,40.0
1,38,55728000,40.5,10,2256984.0,0.5,40.0
1,39,57384000,40.5,10,2324052.0,0.5,40.0
1,40,59688000,40.5,10,2417364.0,0.5,40.0
1,41,59064000,40.5,10,2392092.0,0.5,40.0
1,42,65304000,40.5,10,2644812.0,0.5,40.0
1,43,68736000,40.5,10,2783808.0,0.5,40.0
1,44,62760000,40.5,10,2541780.0,0.5,40.0
1,45,57744000,40.5,10,2338632.0,0.5,40.0
1,46,57384000,40.5,10,2324052.0,0.5,40.0
1,47,57936000,40.5,10,2346408.0,0.5,40.0
1,48,59688000,40.5,10,2417364.0,0.5,40.0
1,49,59400000,40.5,10,2405700.0,0.5,40.0
1,50,62040000,40.5,10,2512620.0,0.5,40.0
1,51,62064000,40.5,10,2513592.0,0.5,40.0
1,52,63360000,40.5,10,2566080.0,0.5,40.0
1,53,57360000,40.5,10,2323080.0,0.5,40.0
1,54,57384000,40.5,10,2324052.0,0.5,40.0
1,55,58008000,40.5,10,2349324.0,0.5,40.0
1,56,55728000,40.5,10,2256984.0,0.5,40.0
1,57,60552000,40.5,10,2452356.0,0.5,40.0
1,58,64920000,40.5,10,2629260.0,0.5,40.0
1,59,66624000,40.5,10,2698272.0,0.5,40.0
1,60,61920000,40.5,10,2507760.0,0.5,40.0
1,61,63744000,40.5,10,2581632.0,0.5,40.0
1,62,62472000,40.5,10,2530116.0,0.5,40.0
1,63,57624000,40.5,10,2333772.0,0.5,40.0
1,64,58368000,40.5,10,2363904.0,0.5,40.0
1,65,57384000,40.5,10,2324052.0,0.5,40.0
1,66,58200000,40.5,10,2357100.0,0.5,40.0
1,67,59040000,40.5,10,2391120.0,0.5,40.0
1,68,57936000,40.5,10,2346408.0,0.5,40.0
1,69,59544000,40.5,10,2411532.0,0.5,40.0
1,70,60408000,40.5,10,2446524.0,0.5,40.0
1,71,63096000,40.5,10,2555388.0,0.5,40.0
1,72,60192000,40.5,10,2437776.0,0.5,40.0
1,73,67776000,40.5,10,2744928.0,0.5,40.0
1,74,65136000,40.5,10,2638008.0,0.5,40.0
1,75,62280000,40.5,10,2522340.0,0.5,40.0
1,76,61488000,40.5,10,2490264.0,0.5,40.0
1,77,65496000,40.5,10,2652588.0,0.5,40.0
1,78,58488000,40.5,10,2368764.0,0.5,40.0
1,79,63144000,40.5,10,2557332.0,0.5,40.0
1,80,59736000,40.5,10,2419308.0,0.5,40.0
1,81,63144000,40.5,10,2557332.0,0.5,40.0
1,82,60552000,40.5,10,2452356.0,0.5,40.0
1,83,67488000,40.5,10,2733264.0,0.5,40.0
1,84,59760000,40.5,10,2420280.0,0.5,40.0
1,85,65880000,40.5,10,2668140.0,0.5,40.0
1,86,61704000,40.5,10,2499012.0,0.5,40.0
1,87,62184000,40.5,10,2518452.0,0.5,40.0
1,88,65448000,40.5,10,2650644.0,0.5,40.0
1,89,61920000,40.5,10,2507760.0,0.5,40.0
1,90,55728000,40.5,10,2256984.0,0.5,40.0
1,91,56280000,40.5,10,2279340.0,0.5,40.0
1,92,57936000,40.5,10,2346408.0,0.5,40.0
1,93,55728000,40.5,10,2256984.0,0.5,40.0
1,94,58488000,40.5,10,2368764.0,0.5,40.0
1,95,59832000,40.5,10,2423196.0,0.5,40.0
1,96,63840000,40.5,10,2585520.0,0.5,40.0
1,97,62544000,40.5,10,2533032.0,0.5,40.0
1,98,63864000,40.5,10,2586492.0,0.5,40.0
1,99,57384000,40.5,10,2324052.0,0.5,40.0
1,100,59040000,40.5,10,2391120.0,0.5,40.0
1,101,63312000,40.5,10,2564136.0,0.5,40.0
1,102,65520000,40.5,10,2653560.0,0.5,40.0
1,103,60336000,40.5,10,2443608.0,0.5,40.0
1,104,62664000,40.5,10,2537892.0,0.5,40.0
1,105,59784000,40.5,10,2421252.0,0.5,40.0
1,106,58272000,40.5,10,2360016.0,0.5,40.0
1,107,55728000,40.5,10,2256984.0,0.5,40.0
1,108,55728000,40.5,10,2256984.0,0.5,40.0
1,109,58488000,40.5,10,2368764.0,0.5,40.0
1,110,69912000,40.5,10,2831436.0,0.5,40.0
1,111,92664000,40.5,10,3752892.0,0.5,40.0
1,112,60696000,40.5,10,2458188.0,0.5,40.0
1,113,67728000,40.5,10,2742984.0,0.5,40.0
1,114,58800000,40.5,10,2381400.0,0.5,40.0
1,115,68640000,40.5,10,2779920.0,0.5,40.0
1,116,55728000,40.5,10,2256984.0,0.5,40.0
1,117,65328000,40.5,10,2645784.0,0.5,40.0
1,118,63624000,40.5,10,2576772.0,0.5,40.0
1,119,58224000,40.5,10,2358072.0,0.5,40.0
1,120,58272000,40.5,10,2360016.0,0.5,40.0
1,121,58992000,40.5,10,2389176.0,0.5,40.0
1,122,58200000,40.5,10,2357100.0,0.5,40.0
1,123,58560000,40.5,10,2371680.0,0.5,40.0
1,124,59544000,40.5,10,2411532.0,0.5,40.0
1,125,60336000,40.5,10,2443608.0,0.5,40.0
1,126,62040000,40.5,10,2512620.0,0.5,40.0
1,127,68856000,40.5,10,2788668.0,0.5,40.0
1,128,65040000,40.5,10,2634120.0,0.5,40.0
1,129,74712000,40.5,10,3025836.0,0.5,40.0
1,130,72984000,40.5,10,2955852.0,0.5,40.0
1,131,65136000,40.5,10,2638008.0,0.5,40.0
1,132,64224000,40.5,10,2601072.0,0.5,40.0
1,133,66216000,40.5,10,2681748.0,0.5,40.0
1,134,61560000,40.5,10,2493180.0,0.5,40.0
1,135,73152000,40.5,10,2962656.0,0.5,40.0
1,136,64344000,40.5,10,2605932.0,0.5,40.0
1,137,57936000,40.5,10,2346408.0,0.5,40.0
1,138,59520000,40.5,10,2410560.0,0.5,40.0
1,139,64512000,40.5,10,2612736.0,0.5,40.0
1,140,57744000,40.5,10,2338632.0,0.5,40.0
1,141,57576000,40.5,10,2331828.0,0.5,40.0
1,142,61896000,40.5,10,2506788.0,0.5,40.0
1,143,56280000,40.5,10,2279340.0,0.5,40.0
1,144,59064000,40.5,10,2392092.0,0.5,40.0
1,145,59088000,40.5,10,2393064.0,0.5,40.0
1,146,59184000,40.5,10,2396952.0,0.5,40.0
1,147,63240000,40.5,10,2561220.0,0.5,40.0
1,148,57384000,40.5,10,2324052.0,0.5,40.0
1,149,63240000,40.5,10,2561220.0,0.5,40.0
1,150,64512000,40.5,10,2612736.0,0.5,40.0
1,151,62928000,40.5,10,2548584.0,0.5,40.0
1,152,62928000,40.5,10,2548584.0,0.5,40.0
1,153,59136000,40.5,10,2395008.0,0.5,40.0
1,154,59280000,40.5,10,2400840.0,0.5,40.0
1,155,58200000,40.5,10,2357100.0,0.5,40.0
1,156,64512000,40.5,10,2612736.0,0.5,40.0
1,157,64344000,40.5,10,2605932.0,0.5,40.0
1,158,84984000,40.5,10,3441852.0,0.5,40.0
1,159,66000000,40.5,10,2673000.0,0.5,40.0
1,160,62520000,40.5,10,2532060.0,0.5,40.0
1,161,60552000,40.5,10,2452356.0,0.5,40.0
1,162,67344000,40.5,10,2727432.0,0.5,40.0
1,163,61224000,40.5,10,2479572.0,0.5,40.0
1,164,57864000,40.5,10,2343492.0,0.5,40.0
1,165,57576000,40.5,10,2331828.0,0.5,40.0
1,166,55728000,40.5,10,2256984.0,0.5,40.0
1,167,60504000,40.5,10,2450412.0,0.5,40.0
1,168,58272000,40.5,10,2360016.0,0.5,40.0
1,169,60096000,40.5,10,2433888.0,0.5,40.0
1,170,59280000,40.5,10,2400840.0,0.5,40.0
1,171,67488000,40.5,10,2733264.0,0.5,40.0
1,172,69648000,40.5,10,2820744.0,0.5,40.0
1,173,66720000,40.5,10,2702160.0,0.5,40.0
1,174,62664000,40.5,10,2537892.0,0.5,40.0
1,175,63240000,40.5,10,2561220.0,0.5,40.0
1,176,65160000,40.5,10,2638980.0,0.5,40.0
1,177,61224000,40.5,10,2479572.0,0.5,40.0
1,178,62352000,40.5,10,2525256.0,0.5,40.0
1,179,57384000,40.5,10,2324052.0,0.5,40.0
1,180,68112000,40.5,10,2758536.0,0.5,40.0
1,181,64008000,40.5,10,2592324.0,0.5,40.0
1,182,60072000,40.5,10,2432916.0,0.5,40.0
1,183,62040000,40.5,10,2512620.0,0.5,40.0
1,184,62664000,40.5,10,2537892.0,0.5,40.0
1,185,59736000,40.5,10,2419308.0,0.5,40.0
1,186,57384000,40.5,10,2324052.0,0.5,40.0
1,187,57384000,40.5,10,2324052.0,0.5,40.0
1,188,55728000,40.5,10,2256984.0,0.5,40.0
1,189,59280000,40.5,10,2400840.0,0.5,40.0
1,190,59664000,40.5,10,2416392.0,0.5,40.0
1,191,69000000,40.5,10,2794500.0,0.5,40.0
1,192,75288000,40.5,10,3049164.0,0.5,40.0
1,193,68808000,40.5,10,2786724.0,0.5,40.0
1,194,74496000,40.5,10,3017088.0,0.5,40.0
1,195,64440000,40.5,10,2609820.0,0.5,40.0
1,196,72120000,40.5,10,2920860.0,0.5,40.0
1,197,63312000,40.5,10,2564136.0,0.5,40.0
1,198,74976000,40.5,10,3036528.0,0.5,40.0
1,199,57384000,40.5,10,2324052.0,0.5,40.0
1,200,57384000,40.5,10,2324052.0,0.5,40.0
1,201,57384000,40.5,10,2324052.0,0.5,40.0
1,202,55728000,40.5,10,2256984.0,0.5,40.0
1,203,57384000,40.5,10,2324052.0,0.5,40.0
1,204,62040000,40.5,10,2512620.0,0.5,40.0
1,205,82440000,40.5,10,3338820.0,0.5,40.0
1,206,62784000,40.5,10,2542752.0,0.5,40.0
1,207,57744000,40.5,10,2338632.0,0.5,40.0
1,208,72744000,40.5,10,2946132.0,0.5,40.0
1,209,61944000,40.5,10,2508732.0,0.5,40.0
1,210,80256000,40.5,10,3250368.0,0.5,40.0
1,211,57384000,40.5,10,2324052.0,0.5,40.0
1,212,56280000,40.5,10,2279340.0,0.5,40.0
1,213,57576000,40.5,10,2331828.0,0.5,40.0
1,214,57384000,40.5,10,2324052.0,0.5,40.0
1,215,65760000,40.5,10,2663280.0,0.5,40.0
1,216,75264000,40.5,10,3048192.0,0.5,40.0
1,217,64848000,40.5,10,2626344.0,0.5,40.0
2,1,58152000,41.0,10,2384232.0,1.0,40.0
2,2,65448000,41.0,10,2683368.0,1.0,40.0
2,3,55728000,41.0,10,2284848.0,1.0,40.0
2,4,57336000,41.0,10,2350776.0,1.0,40.0
2,5,62736000,41.0,10,2572176.0,1.0,40.0
2,6,55728000,41.0,10,2284848.0,1.0,40.0
2,7,57384000,41.0,10,2352744.0,1.0,40.0
2,8,57840000,41.0,10,2371440.0,1.0,40.0
2,9,60648000,41.0,10,2486568.0,1.0,40.0
2,10,63624000,41.0,10,2608584.0,1.0,40.0
2,11,62784000,41.0,10,2574144.0,1.0,40.0
2,12,57384000,41.0,10,2352744.0,1.0,40.0
2,13,56520000,41.0,10,2317320.0,1.0,40.0
2,14,59064000,41.0,10,2421624.0,1.0,40.0
2,15,55728000,41.0,10,2284848.0,1.0,40.0
2,16,55728000,41.0,10,2284848.0,1.0,40.0
2,17,57384000,41.0,10,2352744.0,1.0,40.0
2,18,57384000,41.0,10,2352744.0,1.0,40.0
2,19,57384000,41.0,10,2352744.0,1.0,40.0
2,20,57384000,41.0,10,2352744.0,1.0,40.0
2,21,59064000,41.0,10,2421624.0,1.0,40.0
2,22,57384000,41.0,10,2352744.0,1.0,40.0
2,23,59064000,41.0,10,2421624.0,1.0,40.0
2,24,60480000,41.0,10,2479680.0,1.0,40.0
2,25,63816000,41.0,10,2616456.0,1.0,40.0
2,26,55728000,41.0,10,2284848.0,1.0,40.0
2,27,57384000,41.0,10,2352744.0,1.0,40.0
2,28,57384000,41.0,10,2352744.0,1.0,40.0
2,29,57384000,41.0,10,2352744.0,1.0,40.0
2,30,57384000,41.0,10,2352744.0,1.0,40.0
2,31,57384000,41.0,10,2352744.0,1.0,40.0
2,32,56808000,41.0,10,2329128.0,1.0,40.0
2,33,58488000,41.0,10,2398008.0,1.0,40.0
2,34,58848000,41.0,10,2412768.0,1.0,40.0
2,35,65448000,41.0,10,2683368.0,1.0,40.0
2,36,65040000,41.0,10,2666640.0,1.0,40.0
2,37,61032000,41.0,10,2502312.0,1.0,40.0
2,38,55728000,41.0,10,2284848.0,1.0,40.0
2,39,57384000,41.0,10,2352744.0,1.0,40.0
2,40,59688000,41.0,10,2447208.0,1.0,40.0
2,41,59064000,41.0,10,2421624.0,1.0,40.0
2,42,65304000,41.0,10,2677464.0,1.0,40.0
2,43,68736000,41.0,10,2818176.0,1.0,40.0
2,44,62760000,41.0,10,2573160.0,1.0,40.0
2,45,57744000,41.0,10,2367504.0,1.0,40.0
2,46,57384000,41.0,10,2352744.0,1.0,40.0
2,47,57936000,41.0,10,2375376.0,1.0,40.0
2,48,59688000,41.0,10,2447208.0,1.0,40.0
2,49,59400000,41.0,10,2435400.0,1.0,40.0
2,50,62040000,41.0,10,2543640.0,1.0,40.0
2,51,62064000,41.0,10,2544624.0,1.0,40.0
2,52,63360000,41.0,10,2597760.0,1.0,40.0
2,53,57360000,41.0,10,2351760.0,1.0,40.0
2,54,57384000,41.0,10,2352744.0,1.0,40.0
2,55,58008000,41.0,10,2378328.0,1.0,40.0
2,56,55728000,41.0,10,2284848.0,1.0,40.0
2,57,60552000,41.0,10,2482632.0,1.0,40.0
2,58,64920000,41.0,10,2661720.0,1.0,40.0
2,59,66624000,41.0,10,2731584.0,1.0,40.0
2,60,61920000,41.0,10,2538720.0,1.0,40.0
2,61,63744000,41.0,10,2613504.0,1.0,40.0
2,62,62472000,41.0,10,2561352.0,1.0,40.0
2,63,57624000,41.0,10,2362584.0,1.0,40.0
